,Topic,Count,Name,Representation,Representative_Docs
221,220,31,220_inequality_racial_economic_segregation,"['inequality', 'racial', 'economic', 'segregation', 'economy', 'wealth', 'inequalities', 'growth', 'income', 'ti53fkhddv']","['If only America could be as vocal about racial inequality as they are about having to pay for their Charlie Brown cartoons.', 'In my opinion, the only direct way to address the exponential growth in wealth inequality and racial tensions is to… https://t.co/BvE41gYTXr', 'Did someone mention wealth inequality in a discussion about racism...']"
222,221,30,221_elscumbagg_floccin_sticc_kneed,"['elscumbagg', 'floccin', 'sticc', 'kneed', 'taper', 'biggs', 'switchin', 'hoes', 'dispensaries', 'shrooms']","['Mane it ain’t no dispensaries open right now or no plugs around niggas is hoes', '@ElScumbagg Nope, plenty of niggas for everybody floating around.', 'It’s too many niggas trynna Hussle just sticc to floccin']"
223,222,30,222_media_news_protests_coverage,"['media', 'news', 'protests', 'coverage', 'covering', 'peaceful', 'outlets', 'blackout', 'itsfedex', 'ahizk3fcxr']","['Why won’t the mainstream media show the peaceful protest ? 🤔 are that not there? Not news worthy?', '@vsonggg @animakhelif The media is drawn to flashy riots and looting, the media ignored our peaceful protest in Irvine on Sunday.', 'to all the people saying why didn’t the ICE protests get any media coverage: the news outlets are CONTROLLED by the… https://t.co/PDlT9noHld']"
224,223,30,223_men_hate_comments_1pa7qdinte,"['men', 'hate', 'comments', '1pa7qdinte', '2mf581dhmu', '6hgnt06p18', 'alfjdkid9x', '2pk9ajq2iv', '4qnfd9kwqk', '3li3xpdhtu']","['Fuuuuuck. Today I got cussed out multiple times, got accused of discriminating black people (LOL), and dealt with v… https://t.co/2MF581dhmu', 'I get  confused on here. whole threads on why I should hate #blackmen and theyre all nothing but liars, dogs and ch… https://t.co/AlFjDKiD9X', 'it’s very hard for me to connect with nonblack men bc of micro aggressions and casual ass anti black comments like… https://t.co/yNR7gZDWD6']"
225,224,29,224_matter_lives_justtaking_kashleekelly1,"['matter', 'lives', 'justtaking', 'kashleekelly1', 'beorn2000', 'compre', 'cya5rk7ezy', 'dlittlewriter', 'eelealogub', 'fleas']","['🇺🇲 He just said black lives matter, cause yeah sir, all lives matterr, and everything else falls under that, compre… https://t.co/wifCFAGRJ6', '@mcuban All lives matter. But to Mark Cuban only black lives matter. Maybe it’s becasue he owns a basketball team w… https://t.co/ickH8oyHni', 'I can’t stop thinking about how this guy said fuck black lives matter what about foos lives matter ........ like...😂']"
226,225,29,225_rainbow_colors_widely_flag,"['rainbow', 'colors', 'widely', 'flag', 'pride', 'month', 'recognized', 'parishilton', 'symbol', 'rainbows']","['I can’t wait until we light up the whitehouse with rainbow 🌈 colors again during pride month in 2021.\n\n🏳️\u200d🌈🏳️\u200d🌈🏳️\u200d🌈', '🌈HAPPY PRIDE MONTH! 🏳️\u200d🌈 The rainbow colors have become so widely recognized as a symbol of LGBT pride and identity… https://t.co/Oi67Q8oowL', '🌈HAPPY PRIDE MONTH! 🏳️\u200d🌈 The rainbow colors have become so widely recognized as a symbol of LGBT pride and identity… https://t.co/9YePk7dS0B']"
227,226,29,226_phone_iphone_samsung_screen,"['phone', 'iphone', 'samsung', 'screen', '256', 'decal', 'pros', 'phones', 'custom', '11']","['@Davidlaz \n\nReturned a phone to Samsung because I ordered gold and they sent a black phone. They refused the return… https://t.co/k9F2ORiu0a', 'I needs some black to create a phone ..  I am sick of iPhone,google, Samsung and LG', 'There would be a black out and my phone at 9%']"
228,227,29,227_culture_love_lbpv1_laceybnai,"['culture', 'love', 'lbpv1', 'laceybnai', 'o9i3kxzppb', 'mikes_yk', 'thomas_224', 'jkznhwyhli', 'dvdheqchan', 'basiu6c8no']","['love black people how you love black culture', 'Love black people like you love black culture.', 'Love black people like you love black culture.']"
229,228,29,228_early_today_01pm_bangel,"['early', 'today', '01pm', 'bangel', 'bulllshit', 'zaytovenbeatz', 'dumber', 'nuthin', 'nomo', 'too']","['It’s too early to be mad at all rn. Thank God you alive my nigga', 'Yo it’s too early for niggas to acting weird.', 'It’s too early for you niggas to start acting like bitches']"
230,229,29,229_house_room_zh5n57fltx_a6shyjnaut,"['house', 'room', 'zh5n57fltx', 'a6shyjnaut', 'yjrwi0sudh', 'lmfaaaaaooooo', '9u6glisqjf', 'xrquxugk2x', '7td5de2xy0', 'waaaayyyy']","['This nigga was tryna be funny &amp; told me he wasn’t flying me out until I had prettier luggage, but I guess his ass g… https://t.co/zH5N57fLtX', '@BePopK He ended up taking care of me @astrid_vee and ally so well. We went from Go Pocha to another bar and got dr… https://t.co/3pVFLTurw2', ""Ryan Dorsey, 36, looked somber as he carried in a black duffel bag arrived at his former mother-in-law's home on Fr… https://t.co/YJrwI0suDh""]"
231,230,29,230_fight_fights_fighting_fined,"['fight', 'fights', 'fighting', 'fined', 'watching', 'anathi_anathi_', 'digimon', 'bgwzvon6nt', 'gvjskst1qm', '2g']","[""Watching the fights at work cause I can't afford a day off, real poor nigga shit! #GangGang"", 'We need more undercard fights from niggas with 0 fights under they belt. Nate was the highlight of the night 😂', 'Felony fights was legit the shit. I was 7 years old watching niggas fight for blood 😭']"
232,231,29,231_smokin_overreem_godddd_bbdkkwrmgp,"['smokin', 'overreem', 'godddd', 'bbdkkwrmgp', 'dumbbitchsyndrome', 'fuck', 'voodoo_viksin', 'intoxicated', 'tamed', 'thay']","['I’m smokin dope, I wish a fuck nigga would .', 'I wanna rub your feet, kiss, and pass the hell out when I’m intoxicated, NOT cause harm to a woman. That nigga is nuts!', 'no cocky shit but niggas BEG to fuck w me and i’m sitting here being loyal to a nigga doing me alll the way wrong 🤣😣 #dumbbitchsyndrome']"
233,232,29,232_statist_threa_amendment_settlement,"['statist', 'threa', 'amendment', 'settlement', 'social', 'karma', 'families', 'injustice', 'arphnltcco', 'rbrnazhlay']","['Seems like karma won out for once. A tool instituted to deny black voters their civil liberties has backfired on th… https://t.co/JA1zOyPpR6', 'There is a problem in this country with statist black privilege and statist black supremacy. \n\nThis will be a THREA… https://t.co/sSFzMt4cF4', 'There is a problem in this country with statist black privilege and statist black supremacy. \n\nThis will be a THREA… https://t.co/rbRNAZHLaY']"
234,233,29,233_fire_burned_firework_smoke,"['fire', 'burned', 'firework', 'smoke', 'warm', 'burn', '1000', 'minneapolis', 'kalashman3', 'uuf5lwpov8']","['@saulmalone i’m watching my city burn, part of our old neighborhood is on fire. minneapolis failed its people, 1000… https://t.co/Fk7fj0g7r3', ""@j1228851 @jackandpeach @kurtisalee @latimes over 1000 properties were burned in minneapolis in the spring. that's… https://t.co/VU05JKgAR3"", 'This is lovely fire my handyman said would warm house; rigged dryer sets off smoke alarm! Lol 🐺@JoshRadnor #nazi… https://t.co/w3yk3kZ9M3']"
235,234,29,234_nigguhs_men_confident_0q7kok97az,"['nigguhs', 'men', 'confident', '0q7kok97az', 'hbdrtsfsc0', 'arazshibley', '0smgo8mlzy', '7ompct8l6v', 'zu5wxyxung', 'buuuuuut']","['@CMargaronis @KatieHill4CA @chrislhayes @mattgaetz Just curious - unless u r a black man raising a black son - how… https://t.co/ono7ZmZkZD', ""@ArazShibley @R_Scott_Stewart @ClayTravis I have a 10 and a 12 year old. Ya'll obviously weren't raised by black wo… https://t.co/7OmPcT8L6V"", 'Ayo...nigguhs and black men are two different types of ppl. I can’t stand you nigguhs! Love my black men 😘 iykyk!']"
236,235,29,235_donald_abraham_lincoln_done,"['donald', 'abraham', 'lincoln', 'done', 'than', 'trump', 'president', 'exception', 'community', 'more']","['“No one has done more for the black community than Donald Trump. Except maybe Abraham Lincoln.” 😐😑😐😑😐\n\n*🦗🦗🦗🦗🦗🦗*\n\nHi… https://t.co/ONlAJz9zWB', '@ProjectLincoln ""I\'ve done more for black Americans than anybody, with the possible exception of Abraham Lincoln.""\n\n- Donald Trump', '“Nobody has done more for black people than Donald Trump except maybe Abraham Lincoln.”\n- Donald Trump. \n\nI’ll just… https://t.co/z806yzeIyz']"
237,236,28,236_young_forevertw3nty_twitta_akim_ypk,"['young', 'forevertw3nty', 'twitta', 'akim_ypk', '_young_javi', 'angela_denogean', 'whatugaysneed', 'k4____', 'babygoattt', 'yslfleez']","['@Akim_Ypk Not fi much longer jah nah Mek ghetto youth suffer too long. 😔', '@KTLaundry @K4____ @JimmyP__ @Mj3__ Lmaoooo niggas got me good I can’t even be mad 😂🤷🏽\u200d♂️', '@taftaj1 niggas be 20 yrs old talkn bout imma Boymoder. Nahh bro... here’s an application. Welcome to the Army mist… https://t.co/gHSL2ytGy4']"
238,237,28,237_praying_god_justice_pray,"['praying', 'god', 'justice', 'pray', 'prevail', 'may', 'amen', 'served', 'monster', 'hurray']","['God Is justice', 'God bless you both. Praying for justice', 'Praying for justice to be served.']"
239,238,28,238_drag_jjl2z0gxu4_he2vmehsi4_o8tdpgkmmm,"['drag', 'jjl2z0gxu4', 'he2vmehsi4', 'o8tdpgkmmm', 'sq6pfsgchy', 'sociallydistantdragshow', 'bhuchngzg9', 'qzj1wmzqqt', 'cloudycub89', 'poniiboi']","['@DougieBrah @TricepBrah Nvm. I’m about to get dumped. So I’m trying to prep for that by reading your tweets and tap… https://t.co/o8tDpgKMMm', 'This how you’re going to have to drag me after this weekend @_nataaalie @epaissee @jleonelmorales https://t.co/5wDOIR0bS8', 'So am I, Ms Farrow. \nI WILL drag my disabled ass- MASK-CHECK, GLOVES-CHECK, HANDICAP PLACARD-CHECK, BACKBRACE-CHECK… https://t.co/nsHOuAItwe']"
240,239,28,239_nets_undefeated_finals_kd,"['nets', 'undefeated', 'finals', 'kd', '1gjcuhnlrp', 'v9fniinjae', 'sjlull5io5', 'ukigmnrpqg', 'xujdyzdynf', 'these']","['The Nets finna win but you can tell these niggas ain’t had one practice 😂😂😂😂😂', 'All these niggas goin to the Nets', 'These niggas just beat the nets 😂']"
241,240,28,240_ex_date_relationship_icsvn3zyog,"['ex', 'date', 'relationship', 'icsvn3zyog', 'stilllllll', 'cypw3biskd', 'n9ky8ujufs', 'gob', 'fqbgs5nj81', 'ao8rllski9']","['Lol I hope my ex is happy enough to not be thinking about my black ass', '10 if they take my ex’s new nigga too by all means', '🤣🤣🤣🤣 I wish my ex would... that nigga would NEVER 😭']"
242,241,28,241_fpuv0cfxkb_supremacist_siding_inciting,"['fpuv0cfxkb', 'supremacist', 'siding', 'inciting', 'supremacists', 'supremacy', 'white', 'citizens', 'banger', 'shoulder']","['Inciting police against citizens and siding with white supremacist https://t.co/fPUv0CfXKb', 'Inciting police against citizens and siding with white supremacist https://t.co/fPUv0CfXKb', 'Inciting police against citizens and siding with white supremacist https://t.co/fPUv0CfXKb']"
243,242,28,242_small_business_dining_owners,"['small', 'business', 'dining', 'owners', 'businesses', 'kuehl', 'owner', 'sheila', 'kroger', 'gofundme']","['If some of u small business owners really love your shop u might wanna get your gun and post up there during protests', 'Bar and restaurant owners protest LA’s outdoor dining ban in front of Sheila Kuehl’s residence. @RubinReport https://t.co/dRkffFjtSi', 'Restaurant, bar owners protest LA County outdoor dining ban at home of Supervisor Sheila Kuehl https://t.co/dcGAmoADCl via @abc7']"
244,243,27,243_corruption_corrupt_corrupted_unjust,"['corruption', 'corrupt', 'corrupted', 'unjust', 'pdacosta', 'realestjaay', 'ptwbs6wg1w', 'stevebousquet', 'qoomrwesxr', 'nsarwark']","['@business Hello pero ese bato de Canada ministro es corruption esta afavor delos police corruption is not good this individo', 'Corrupt police ??? Here?!?!', 'The police system is corrupt. All cops are a part of it. If a cop is not actively trying to remove the corruption,… https://t.co/eYokwbOpzZ']"
245,244,27,244_state_america_function_2lmdhmqiat,"['state', 'america', 'function', '2lmdhmqiat', '90xmnr6059', 'ksw58h4hyu', 'avmw7wzgp0', 'centralized', 'el_phawazee', 'fssm4cohw2']","['@TNHTalk Government has one primary function: to prevent the violation of rights to life and liberty. A police offi… https://t.co/XsWsLnuh66', '@El_phawazee @SheunAdeola @joshomaiye Why do you have the police to enforce laws in every country in the world? \nBe… https://t.co/O7332lRDSR', 'Yep, we all know the framers meant by “ commerce” a centralized police power that they otherwise pretended they wer… https://t.co/FssM4cOhw2']"
246,245,27,245_creators_creatives_buzzfeed_creator,"['creators', 'creatives', 'buzzfeed', 'creator', 'profited', 'subscribed', 'content', 'setup', 'platform', 'channel']","['Buzzfeed when all the black creators they disrespected call them out https://t.co/RqaVx0LHX0', 'i wish black creators blew up fast like the white ones do', '2020– YT creators that profited off of black creators IP using racism and outrage on other YT creators lord jesus l… https://t.co/EqWJtyVBS3']"
247,246,27,246_movie_movies_prejudice_comfort,"['movie', 'movies', 'prejudice', 'comfort', 'liar', 'film', 'spurious', '3b8einatrc', '77py23awig', '2p2vrrsdg2']","['The movie wasn’t good and cis folks need to mind their own. Have a good day.', '“Same movie” from niggas who go and laugh and champion movies that have the same tone and structure', 'how did i forget how incredible this movie is!! honestly more diversity in the first 10 minutes than any movies i h… https://t.co/cg5DONFgGm']"
248,247,27,247_designers_owned_brand_fashion,"['designers', 'owned', 'brand', 'fashion', 'clothing', 'brands', 'blackownedbusiness', 'supply', 'xuuyjdeneh', 'xjfqr0nvap']","['Any black designers/clothing lines looking to get their brand exposed in LA? DM me', 'And do the same for black fashion designers while your at it.', 'Send me black fashion designers &amp; brands']"
249,248,27,248_bay_beach_long_norf,"['bay', 'beach', 'long', 'norf', 'area', 'tyree', 'agaves', 'tyreec_', 'teeezy', '4nnhtt29fs']","['the bay area gives me so much confidence. them niggas treat they females like shit. u can do whatever u want in this life', ""From the Bay to Sacramento all the way to SoCal\nI'm a West coast nigga with a bougie ass sound"", 'Every LA bitch need a Bay Area nigga 💥']"
250,249,27,249_pilot_helicopter_aviation_jet,"['pilot', 'helicopter', 'aviation', 'jet', 'glider', 'anys', 'flying', 'airport', 'pilots', 'drone']","['#cfa #flightattendant #vip #jet #vny #pilot #fbo #LA #latina #inflight #contract https://t.co/IR6Cox9Gci', '@psymonjet 2007-08, Despres d’anys i anys marejant la perdiu amb la remodelacio, i poc abans de començar l’aventura… https://t.co/CD76dxc3lU', 'First glider flight.  #glider #gliderpilot #byron #lift #weight #thrust #drag #thermals #flight #flying #aviation… https://t.co/Lr8qmSQiZE']"
251,250,27,250_floyd_george_demonstrators_death,"['floyd', 'george', 'demonstrators', 'death', 'hacienda', 'amar', 'continue', 'lscwf4xw5o', 'heated', 'intersection']","['A demonstrators protests at the intersection of Hacienda Blvd and Amar Road after the death of George Floyd, a blac… https://t.co/nFg2fnxgqM', 'Demonstrators protests at the intersection of Hacienda Blvd and Amar Road after the death of George Floyd, a black… https://t.co/t07kc5uhHn', 'A demonstrators protests at the intersection of Hacienda Blvd and Amar Road after the death of George Floyd, a blac… https://t.co/FP2JZff17Y']"
252,251,27,251_revenge_equality_lucky_looking,"['revenge', 'equality', 'lucky', 'looking', '8hjk6kyzat', '9cdz3tf7yz', '8mlkrtwhcl', 'yuval', 'x8tkk2uznd', 'frea']","['We’re lucky that Black people are looking for equality and not revenge.', '“They are lucky that what Black people are looking for is equality and not revenge.”', '“They are lucky that what black people are looking for is equality and not revenge.”']"
